State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Day_Charge,Eve_Mins,Eve_Calls,Eve_Charge,Night_Mins,Night_Calls,Night_Charge,Intl_Mins,total_Mins,Intl_Calls,Intl_Charge,Total_Charge,CustServ_Calls,Churn
MD,102,415,349-7362,no,no,0,271.1,80,46.09,172.0,133,14.62,169.2,105,7.61,10.3,622.5999999999999,5,2.78,71.10000000000001,1,
CT,107,408,339-2734,no,no,0,103.4,94,17.58,189.3,125,16.09,227.2,125,10.22,14.4,534.3000000000001,3,3.89,47.78,1,
SC,106,408,330-4914,no,no,0,52.2,106,8.87,220.1,113,18.71,112.3,95,5.05,11.4,396.0,2,3.08,35.709999999999994,2,
MI,225,415,371-2500,no,no,0,165.4,106,28.12,273.7,109,23.26,210.0,93,9.45,8.7,657.8000000000001,3,2.35,63.18,0,
SD,75,408,335-3681,no,no,0,147.5,110,25.08,191.7,97,16.29,135.0,68,6.08,16.4,490.59999999999997,3,4.43,51.879999999999995,2,
CO,86,415,405-1132,no,no,0,217.8,93,37.03,214.7,95,18.25,228.7,70,10.29,11.3,672.5,7,3.05,68.61999999999999,0,
ID,169,415,399-9239,no,no,0,235.7,79,40.07,136.9,85,11.64,220.9,97,9.94,13.3,606.8,10,3.59,65.24,1,
AZ,122,510,350-7227,no,yes,22,204.5,92,34.77,139.6,121,11.87,205.0,103,9.23,8.6,557.7,5,2.32,58.190000000000005,2,
FL,106,408,384-6654,no,no,0,178.4,143,30.33,247.0,123,21.0,259.9,105,11.7,9.6,694.9,2,2.59,65.62,0,
MN,52,415,376-4271,no,yes,32,130.1,68,22.12,247.2,77,21.01,289.4,87,13.02,13.5,680.1999999999999,5,3.65,59.800000000000004,2,
DE,79,415,391-8124,no,yes,34,103.7,100,17.63,236.3,78,20.09,256.6,102,11.55,14.8,611.4,4,4.0,53.269999999999996,2,
MI,135,415,393-2524,no,no,0,239.9,91,40.78,177.1,104,15.05,217.2,118,9.77,5.9,640.1,3,1.59,67.19,2,
MS,70,408,384-4385,no,no,0,148.4,110,25.23,267.1,90,22.7,151.5,101,6.82,8.9,575.9,4,2.4,57.15,0,
MA,80,408,377-8266,no,no,0,148.6,106,25.26,210.8,65,17.92,203.7,86,9.17,10.0,573.0999999999999,2,2.7,55.05000000000001,2,
CA,37,415,345-1243,no,no,0,191.1,69,32.49,129.2,113,10.98,207.5,117,9.34,12.9,540.6999999999999,1,3.48,56.29,0,
MN,161,415,394-8086,no,yes,39,218.5,76,37.15,112.7,94,9.58,205.1,121,9.23,7.3,543.5999999999999,4,1.97,57.92999999999999,1,
VT,137,510,348-9145,no,no,0,97.5,95,16.58,195.8,82,16.64,288.8,78,13.0,0.0,582.1,0,0.0,46.22,1,
CT,123,415,376-5201,no,no,0,128.7,126,21.88,117.6,94,10.0,198.4,132,8.93,10.8,455.5,5,2.92,43.730000000000004,0,
WV,80,415,356-2093,no,yes,38,236.6,69,40.22,197.5,68,16.79,209.5,102,9.43,9.5,653.1,10,2.57,69.00999999999999,2,
WV,94,415,353-2080,no,no,0,85.9,113,14.6,226.7,91,19.27,279.6,110,12.58,15.6,607.8000000000001,16,4.21,50.66,0,
NE,105,415,397-7500,no,yes,27,141.2,96,24.0,167.7,94,14.25,274.4,101,12.35,11.4,594.6999999999999,2,3.08,53.68,1,
NC,73,415,414-5786,no,yes,31,194.4,104,33.05,176.0,84,14.96,230.1,110,10.35,11.5,612.0,3,3.11,61.47,0,
NE,112,415,388-4282,no,no,0,167.6,100,28.49,154.5,90,13.13,281.4,107,12.66,17.3,620.8,3,4.67,58.95,2,
IL,179,408,415-5132,no,no,0,234.5,134,39.87,164.2,94,13.96,191.4,72,8.61,6.1,596.2,4,1.65,64.09,1,
MA,57,510,352-4541,no,no,0,154.2,78,26.21,196.7,85,16.72,253.5,97,11.41,10.1,614.5,9,2.73,57.07,1,
AZ,127,415,373-5928,no,yes,14,143.2,99,24.34,169.9,91,14.44,221.6,77,9.97,11.6,546.3000000000001,1,3.13,51.88,1,
SD,122,415,406-7737,yes,yes,40,216.4,80,36.79,249.7,90,21.22,185.9,99,8.37,12.7,664.7,4,3.43,69.81,1,
MT,33,510,332-7607,no,yes,35,161.9,85,27.52,151.2,82,12.85,191.0,131,8.59,8.5,512.6,2,2.3,51.25999999999999,1,
VT,94,408,359-7788,no,no,0,118.7,90,20.18,205.1,57,17.43,172.2,100,7.75,10.4,506.4,6,2.81,48.17,3,
UT,100,408,384-1549,no,no,0,179.1,123,30.45,196.6,132,16.71,186.7,116,8.4,10.2,572.6,10,2.75,58.309999999999995,1,
HI,106,415,352-8508,no,no,0,147.9,97,25.14,209.3,99,17.79,162.1,80,7.29,8.8,528.1,5,2.38,52.6,2,
DC,148,415,404-1002,no,yes,38,209.2,110,35.56,116.6,73,9.91,109.6,105,4.93,16.5,451.9,4,4.46,54.86,2,
WI,120,415,414-2905,no,yes,29,244.3,140,41.53,322.3,89,27.4,166.8,83,7.51,10.6,744.0000000000001,6,2.86,79.30000000000001,0,
UT,91,415,380-9849,no,yes,34,175.3,96,29.8,262.3,122,22.3,143.9,76,6.48,5.6,587.1,11,1.51,60.089999999999996,1,
WA,86,510,387-6498,no,no,0,150.5,92,25.59,120.3,95,10.23,271.2,96,12.2,9.0,551.0,2,2.43,50.449999999999996,1,
SD,78,415,360-6024,no,yes,25,197.4,73,33.56,295.7,113,25.13,211.7,73,9.53,13.2,718.0,2,3.56,71.78,0,
MT,94,510,352-5815,no,no,0,163.5,136,27.8,143.7,111,12.21,253.4,82,11.4,12.6,573.2,5,3.4,54.81,1,
NJ,85,415,366-2273,no,no,0,236.9,93,40.27,197.7,113,16.8,309.1,78,13.91,11.4,755.1,7,3.08,74.06,2,
CT,89,415,414-9119,no,no,0,82.3,77,13.99,167.2,80,14.21,194.7,70,8.76,7.2,451.4,4,1.94,38.9,1,
VA,128,415,409-8796,no,no,0,216.0,111,36.72,153.7,115,13.06,227.0,74,10.22,12.7,609.4000000000001,4,3.43,63.43,1,
NC,115,415,337-2442,yes,no,0,180.0,119,30.6,198.8,126,16.9,217.1,70,9.77,12.4,608.3,3,3.35,60.62,1,
AK,76,415,404-1931,no,no,0,143.7,55,24.43,173.1,108,14.71,239.1,95,10.76,5.8,561.6999999999999,6,1.57,51.47,1,
MD,75,415,367-9765,no,yes,39,198.2,107,33.69,280.4,132,23.83,129.6,73,5.83,11.3,619.4999999999999,7,3.05,66.39999999999999,1,
IL,90,415,378-7299,no,yes,29,185.6,106,31.55,219.7,113,18.67,152.1,120,6.84,11.1,568.5,5,3.0,60.06,2,
CT,30,408,410-5192,no,no,0,137.6,108,23.39,162.0,80,13.77,187.7,126,8.45,5.8,493.1,10,1.57,47.18,3,
KS,105,415,405-1108,yes,no,0,273.9,119,46.56,278.6,103,23.68,255.3,90,11.49,10.9,818.6999999999999,7,2.94,84.67,1,
MA,102,415,392-1734,no,yes,31,125.3,92,21.3,141.2,108,12.0,168.2,68,7.57,6.3,441.0,2,1.7,42.57,3,
NJ,83,415,395-6030,no,no,0,178.8,102,30.4,167.9,84,14.27,178.9,65,8.05,8.6,534.2,4,2.32,55.04,3,
AR,63,510,330-5168,no,yes,49,214.9,86,36.53,198.2,89,16.85,170.8,139,7.69,8.2,592.1000000000001,5,2.21,63.28,0,
MS,155,408,334-3142,no,no,0,163.0,93,27.71,203.9,102,17.33,159.0,109,7.15,15.1,541.0,4,4.08,56.269999999999996,2,
ND,82,415,362-9983,no,yes,29,163.8,77,27.85,134.9,112,11.47,79.3,95,3.57,8.8,386.80000000000007,2,2.38,45.27,2,
IN,87,510,414-2606,no,no,0,189.5,113,32.22,204.9,100,17.42,221.7,93,9.98,13.4,629.4999999999999,3,3.62,63.24,1,
MI,115,415,402-4501,no,yes,26,155.2,110,26.38,230.9,133,19.63,261.6,100,11.77,4.5,652.2,4,1.22,59.0,0,
AR,99,510,387-2604,yes,no,0,242.3,102,41.19,350.9,102,29.83,163.1,93,7.34,11.3,767.6,3,3.05,81.41,0,
VT,121,415,400-3343,yes,yes,44,254.1,127,43.2,180.2,108,15.32,196.2,129,8.83,8.7,639.2,4,2.35,69.7,3,
WV,54,510,353-2450,no,yes,33,112.0,90,19.04,208.0,112,17.68,150.3,83,6.76,11.3,481.6,4,3.05,46.529999999999994,2,
ME,105,408,406-2032,no,no,0,115.5,73,19.64,267.3,83,22.72,114.2,90,5.14,13.3,510.3,5,3.59,51.09,3,
IA,73,415,409-4462,no,no,0,137.1,102,23.31,210.8,114,17.92,191.4,120,8.61,11.1,550.4,4,3.0,52.84,1,
CT,95,415,392-5941,no,no,0,198.4,113,33.73,235.9,144,20.05,325.6,99,14.65,10.1,770.0000000000001,3,2.73,71.16000000000001,0,
NM,21,415,334-9182,no,yes,19,132.7,94,22.56,204.6,101,17.39,154.7,78,6.96,12.9,504.8999999999999,7,3.48,50.39,3,
OR,163,408,346-3445,no,yes,25,219.6,99,37.33,210.4,99,17.88,242.7,88,10.92,13.8,686.5,8,3.73,69.86,2,
VT,57,415,368-9507,no,no,0,169.6,96,28.83,234.7,112,19.95,285.4,83,12.84,11.2,700.9,4,3.02,64.64,0,
RI,104,408,382-3966,yes,no,0,160.4,73,27.27,293.9,103,24.98,306.6,90,13.8,12.6,773.5,5,3.4,69.45,4,
RI,83,415,334-5844,no,yes,20,95.0,89,16.15,167.9,92,14.27,200.6,79,9.03,11.2,474.7,2,3.02,42.47,0,
NM,141,415,362-9411,no,no,0,160.1,87,27.22,256.7,120,21.82,270.0,107,12.15,7.0,693.8,1,1.89,63.08,2,
AL,95,415,390-3565,no,no,0,194.6,114,33.08,232.8,106,19.79,173.4,92,7.8,3.8,604.5999999999999,2,1.03,61.699999999999996,3,
MT,184,415,417-4810,no,no,0,236.4,73,40.19,287.3,120,24.42,192.0,94,8.64,13.8,729.5,4,3.73,76.98,1,
CT,74,408,384-3389,no,no,0,157.1,95,26.71,213.1,36,18.11,280.4,77,12.62,7.6,658.1999999999999,3,2.05,59.489999999999995,2,
TN,67,415,414-9717,no,no,0,179.8,125,30.57,173.2,86,14.72,272.8,97,12.28,10.9,636.6999999999999,4,2.94,60.51,0,
ID,104,415,357-1700,yes,no,0,148.2,108,25.19,161.8,113,13.75,259.3,103,11.67,11.0,580.3,4,2.97,53.58,0,
TX,71,415,376-7207,no,yes,39,183.2,103,31.14,209.4,111,17.8,172.4,109,7.76,11.9,576.9,6,3.21,59.91,1,
NH,149,415,368-7706,no,no,0,119.2,88,20.26,168.3,110,14.31,204.7,119,9.21,12.2,504.4,6,3.29,47.07,4,
ND,154,408,346-4216,no,yes,35,224.0,102,38.08,192.0,99,16.32,163.1,100,7.34,9.6,588.7,2,2.59,64.33,0,
SC,138,510,370-9533,no,yes,21,19.5,149,3.32,140.9,109,11.98,179.7,111,8.09,7.9,348.0,1,2.13,25.52,0,
KS,117,415,372-1493,no,no,0,184.8,83,31.42,248.6,101,21.13,133.1,113,5.99,9.6,576.1,8,2.59,61.129999999999995,1,
ME,130,408,387-6031,no,no,0,176.3,140,29.97,201.0,104,17.09,161.9,123,7.29,11.3,550.5,5,3.05,57.4,1,
RI,73,415,366-6248,no,no,0,241.7,115,41.09,168.5,133,14.32,169.8,122,7.64,11.1,591.1,2,3.0,66.05000000000001,2,
WI,100,510,369-3756,no,yes,38,224.7,121,38.2,294.0,131,24.99,290.0,61,13.05,9.8,818.5,6,2.65,78.89,0,
NC,149,510,363-1719,no,no,0,207.3,115,35.24,198.4,82,16.86,114.1,83,5.13,8.6,528.4000000000001,4,2.32,59.550000000000004,1,
OH,29,408,402-6666,no,no,0,196.8,81,33.46,168.0,110,14.28,132.6,98,5.97,12.7,510.09999999999997,7,3.43,57.14,2,
WY,131,510,408-9779,no,no,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,432.8,9,4.27,41.519999999999996,1,
NJ,153,510,407-2441,no,no,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,601.6,3,2.16,55.120000000000005,2,
ND,84,510,384-5027,no,no,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,571.9000000000001,5,3.56,65.13,2,
WI,133,510,380-3161,no,no,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,576.5999999999999,8,2.7,57.230000000000004,2,
KY,112,415,360-8135,no,no,0,170.5,113,28.99,193.2,129,16.42,188.0,91,8.46,11.2,562.9000000000001,6,3.02,56.89,0,
NY,87,415,399-5426,no,no,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,661.0,3,2.57,63.94,0,
MO,72,415,385-2564,no,no,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,623.9,5,3.24,60.940000000000005,2,
AZ,66,510,337-8618,no,no,0,154.0,133,26.18,198.9,121,16.91,151.9,100,6.84,9.5,514.3,3,2.57,52.50000000000001,4,
MN,65,510,354-8491,no,yes,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,699.1999999999999,6,2.4,66.12,1,
CO,74,415,394-6278,no,no,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,691.1999999999999,2,2.46,69.89999999999999,2,
MD,116,408,405-2276,no,no,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,516.4,2,2.62,52.529999999999994,6,
AR,68,510,376-1000,no,no,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,497.79999999999995,1,3.16,52.17999999999999,2,
TN,68,415,397-1659,no,no,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,611.6,3,2.97,64.88,3,
DE,54,415,379-3953,yes,no,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,653.6,3,2.73,68.07000000000001,1,
TN,99,408,418-6512,no,no,0,54.8,92,9.32,173.0,103,14.71,195.1,125,8.78,7.5,430.4,3,2.03,34.84,1,
WI,107,408,392-5296,no,no,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,626.9,3,1.97,53.58,3,
WV,124,510,355-3814,no,no,0,184.8,74,31.42,175.1,84,14.88,158.2,95,7.12,10.5,528.5999999999999,6,2.84,56.260000000000005,1,
CT,95,415,375-2098,no,yes,36,283.1,112,48.13,286.2,86,24.33,261.7,129,11.78,11.3,842.3,3,3.05,87.29,3,
MN,173,510,372-7990,no,no,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,667.1999999999999,2,2.67,77.3,0,
MO,110,408,356-4558,no,no,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,556.8,4,3.65,60.17,1,
VA,102,510,398-5788,no,no,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,690.2,5,2.3,64.27,0,
NH,130,408,390-4003,no,no,0,68.4,86,11.63,193.3,110,16.43,171.5,139,7.72,10.4,443.6,4,2.81,38.59,0,
OK,91,408,332-8103,no,yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,602.8000000000001,2,2.59,72.02999999999999,1,
CT,64,415,406-9926,yes,no,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,490.40000000000003,9,4.67,58.45,1,
TN,176,415,418-2402,no,yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,630.7,6,1.94,71.9,1,
MD,93,510,384-3299,yes,no,0,131.4,78,22.34,219.7,106,18.67,155.7,103,7.01,11.1,517.9,2,3.0,51.02,1,
WI,84,510,378-9090,no,yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,404.8,2,2.89,37.38,1,
SD,138,510,350-6473,no,no,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,587.5,3,1.35,53.36,3,
ND,101,415,379-4583,no,yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,629.6000000000001,5,2.89,53.239999999999995,1,
VA,136,408,411-5078,no,no,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,483.8,11,1.62,47.230000000000004,2,
UT,111,510,347-4982,no,no,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,582.1999999999999,3,1.73,57.09,2,
MA,132,408,341-9274,no,yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,503.20000000000005,5,3.7,57.22,0,
SD,128,415,353-7461,no,no,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,587.9000000000001,2,3.97,67.98,3,
AL,92,408,371-7366,no,yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,620.8,1,2.4,66.59,1,
AL,197,415,395-7923,yes,no,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,537.2,5,3.7,52.07,5,
WV,191,408,351-8398,no,no,0,162.0,104,27.54,241.2,120,20.5,210.4,83,9.47,10.9,624.5,7,2.94,60.449999999999996,1,
SC,99,415,329-2204,no,yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,593.6999999999999,1,2.86,61.03,2,
FL,106,415,407-7507,no,yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,448.7,4,3.32,52.57000000000001,3,
KY,88,415,405-8075,no,no,0,148.2,82,25.19,308.7,67,26.24,235.4,79,10.59,6.4,698.6999999999999,4,1.73,63.74999999999999,2,
UT,78,415,390-9698,no,no,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,504.99999999999994,1,2.75,56.04,0,
NY,98,408,403-4917,no,no,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,543.9,6,2.11,54.69,1,
MS,17,408,391-6709,no,yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,687.1,10,2.19,68.39,1,
NH,56,415,389-5988,no,yes,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,585.0,3,3.43,51.76,1,
VA,84,415,372-1534,no,no,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,727.5999999999999,6,3.78,63.28,2,
VT,95,510,395-6369,no,no,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,558.7,3,3.7,60.4,2,
WY,16,415,400-3197,no,no,0,174.7,83,29.7,280.8,122,23.87,171.7,80,7.73,10.5,637.7,8,2.84,64.14,5,
NV,76,510,377-4169,yes,no,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,702.9,1,2.67,73.25,1,
WV,93,415,384-5343,no,no,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,600.0,3,2.75,55.849999999999994,0,
WA,83,408,338-4472,no,no,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,471.2,5,2.08,46.480000000000004,2,
KS,123,415,332-2126,no,no,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,589.7,10,2.43,58.93,1,
VT,64,408,349-2157,no,no,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,656.1999999999999,8,2.4,58.85,1,
OK,82,510,393-4823,no,no,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,815.8000000000001,6,2.86,88.66,0,
GA,107,510,385-2683,no,no,0,194.5,97,33.07,186.3,131,15.84,178.3,106,8.02,12.7,571.8000000000001,1,3.43,60.35999999999999,2,
CO,110,510,345-8350,no,no,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,604.5000000000001,4,1.92,56.2,1,
AK,96,408,334-4506,no,yes,29,150.0,91,25.5,159.4,75,13.55,228.1,55,10.26,8.5,546.0,3,2.3,51.60999999999999,1,
TN,47,415,332-3544,no,yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,676.9,4,3.48,67.59,2,
KY,115,510,380-5102,no,no,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,408.30000000000007,4,3.81,39.81,2,
PA,69,415,395-6149,no,no,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,490.2,5,2.92,48.11,3,
CT,163,408,398-8122,no,yes,40,231.9,56,39.42,211.8,91,18.0,268.5,74,12.08,12.3,724.5,3,3.32,72.82,2,
CT,90,415,334-4438,no,no,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,382.3,5,3.83,31.339999999999996,3,
MN,98,415,384-7459,no,no,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,445.0,4,2.84,38.95,3,
WY,90,408,368-3931,no,yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,522.6999999999999,5,3.08,46.7,1,
PA,174,415,353-1352,no,yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,666.6,9,3.35,68.94,1,
OR,95,415,348-5725,no,no,0,269.0,120,45.73,233.7,120,19.86,179.3,61,8.07,7.3,689.3,4,1.97,75.63,2,
PA,79,415,365-2008,no,no,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,724.7,7,1.7,74.99,1,
OK,123,415,393-3635,no,yes,27,198.7,127,33.78,249.0,105,21.17,173.2,124,7.79,12.5,633.4,5,3.38,66.12,1,
VT,99,415,380-8727,no,no,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,600.0,7,3.11,52.76,7,
ID,114,415,381-2376,no,no,0,202.1,100,34.36,195.7,102,16.63,291.8,120,13.13,13.3,702.8999999999999,5,3.59,67.71,2,
PA,141,510,365-8114,no,no,0,215.6,113,36.65,200.6,81,17.05,153.8,107,6.92,12.4,582.4,6,3.35,63.970000000000006,1,
NM,132,408,415-5008,no,no,0,169.9,107,28.88,209.4,121,17.8,206.1,79,9.27,11.5,596.9,2,3.11,59.06,1,
FL,133,510,392-8318,no,no,0,201.7,85,34.29,169.4,116,14.4,286.3,80,12.88,6.0,663.4000000000001,4,1.62,63.19,0,
TX,133,408,401-4007,no,no,0,221.1,133,37.59,160.2,140,13.62,161.8,84,7.28,8.4,551.4999999999999,3,2.27,60.760000000000005,4,
VT,93,510,338-7709,no,yes,32,218.7,117,37.18,115.0,61,9.78,192.7,85,8.67,9.4,535.8,5,2.54,58.17,2,
MA,34,415,374-1981,no,no,0,293.7,89,49.93,272.5,71,23.16,178.2,76,8.02,11.0,755.4000000000001,10,2.97,84.08,2,
OR,140,415,333-5101,no,no,0,120.3,108,20.45,240.4,84,20.43,216.4,74,9.74,7.7,584.8000000000001,3,2.08,52.699999999999996,4,
DE,96,415,345-3734,no,yes,26,175.8,96,29.89,206.6,84,17.56,178.0,105,8.01,11.1,571.5,2,3.0,58.46,2,
FL,144,510,384-5004,no,no,0,278.5,95,47.35,240.7,90,20.46,120.0,90,5.4,11.6,650.8000000000001,5,3.13,76.34,1,
ID,24,408,341-9396,no,yes,29,236.3,105,40.17,190.8,114,16.22,129.0,105,5.81,7.2,563.3000000000001,2,1.94,64.14,3,
MD,54,415,408-6302,no,no,0,273.8,113,46.55,119.6,156,10.17,267.6,117,12.04,11.7,672.7,3,3.16,71.91999999999999,1,
WV,50,408,348-7193,no,no,0,131.1,129,22.29,160.5,94,13.64,206.9,88,9.31,5.6,504.1,9,1.51,46.75,5,
ID,92,415,417-4063,no,yes,23,167.4,83,28.46,258.6,129,21.98,116.4,110,5.24,11.2,553.6,3,3.02,58.7,4,
NV,96,408,375-6911,no,no,0,197.7,68,33.61,250.5,53,21.29,181.2,67,8.15,10.5,639.9,3,2.84,65.89,3,
OH,146,415,358-3604,no,no,0,169.5,93,28.82,230.9,71,19.63,269.8,115,12.14,9.0,679.2,7,2.43,63.02,2,
ID,138,415,339-7485,yes,yes,17,225.2,116,38.28,173.4,88,14.74,145.8,99,6.56,11.7,556.1000000000001,4,3.16,62.74000000000001,0,
SC,102,408,368-3078,no,no,0,174.5,73,29.67,213.7,114,18.16,164.7,116,7.41,10.3,563.1999999999999,5,2.78,58.019999999999996,4,
MO,76,510,418-7055,no,no,0,129.7,84,22.05,177.5,80,15.09,228.9,87,10.3,7.5,543.6,3,2.03,49.47,5,
NE,99,415,386-9981,no,no,0,200.0,66,34.0,107.9,104,9.17,233.7,82,10.52,11.4,552.9999999999999,2,3.08,56.769999999999996,3,
NC,83,510,366-2541,no,yes,36,95.9,87,16.3,261.6,105,22.24,228.6,109,10.29,13.3,599.4,4,3.59,52.42,0,
ME,36,510,335-3110,no,yes,25,152.8,110,25.98,242.8,67,20.64,147.4,74,6.63,9.1,552.1,2,2.46,55.71000000000001,1,
MI,70,510,400-7809,no,no,0,129.9,102,22.08,208.7,133,17.74,231.4,93,10.41,14.3,584.3,3,3.86,54.08999999999999,1,
AZ,109,415,404-3106,yes,no,0,268.4,85,45.63,150.6,131,12.8,297.9,84,13.41,9.7,726.6,8,2.62,74.46000000000001,2,
AZ,100,415,333-2337,no,no,0,188.5,152,32.05,148.3,115,12.61,179.8,88,8.09,15.2,531.8000000000001,5,4.1,56.85,2,
HI,104,408,353-6482,no,no,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,549.5,1,1.65,53.910000000000004,1,
NJ,106,415,397-8162,no,no,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,630.4000000000001,3,2.21,62.16,1,
MS,84,510,380-6722,no,no,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,461.3,1,3.32,40.13,1,
MA,80,510,329-2918,no,no,0,149.8,123,25.47,276.3,75,23.49,241.4,75,10.86,10.9,678.4,7,2.94,62.75999999999999,2,
SC,100,510,348-8022,no,no,0,115.9,87,19.7,111.3,56,9.46,170.2,77,7.66,7.1,404.5,4,1.92,38.74,1,
MN,99,408,388-4459,no,no,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,629.4000000000001,4,3.81,55.76,2,
WV,50,510,358-3114,no,no,0,131.7,108,22.39,216.5,103,18.4,196.1,126,8.82,11.0,555.3,5,2.97,52.58,1,
MS,105,415,343-9654,no,no,0,101.4,48,17.24,159.1,119,13.52,259.2,53,11.66,12.2,531.9000000000001,2,3.29,45.71,1,
VA,113,415,401-9909,no,yes,23,149.0,104,25.33,235.8,67,20.04,201.8,76,9.08,9.5,596.1,5,2.57,57.019999999999996,4,
MS,111,415,404-9978,no,yes,36,96.8,123,16.46,170.6,105,14.5,166.0,85,7.47,13.4,446.79999999999995,4,3.62,42.05,2,
NM,161,408,397-8011,no,no,0,107.5,121,18.28,256.4,46,21.79,247.2,131,11.12,12.6,623.6999999999999,3,3.4,54.589999999999996,2,
TX,70,415,341-8719,no,no,0,232.8,95,39.58,303.4,111,25.79,255.6,104,11.5,12.9,804.7,7,3.48,80.35000000000001,0,
HI,97,415,408-1242,no,yes,43,121.1,105,20.59,260.2,115,22.12,222.4,100,10.01,8.3,611.9999999999999,5,2.24,54.96,3,
WA,130,510,406-7726,no,no,0,124.3,70,21.13,270.7,99,23.01,239.5,83,10.78,3.5,638.0,6,0.95,55.870000000000005,0,
WI,92,415,351-2773,no,no,0,157.7,101,26.81,298.6,100,25.38,216.9,99,9.76,13.8,687.0,3,3.73,65.67999999999999,1,
CO,119,408,368-6174,no,no,0,124.3,68,21.13,207.1,88,17.6,157.4,93,7.08,14.8,503.59999999999997,1,4.0,49.81,0,
NV,115,415,334-5029,no,no,0,286.4,125,48.69,205.7,74,17.48,191.4,141,8.61,6.9,690.4,6,1.86,76.64,1,
RI,134,415,413-1789,no,no,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,574.5999999999999,6,2.38,53.78,0,
VA,127,408,414-1246,no,yes,25,173.0,91,29.41,245.8,64,20.89,300.0,99,13.5,4.8,723.5999999999999,3,1.3,65.1,0,
